file_path,caption
train/Spain Holland 1-5 140613_00.npy,A crowd of people shout loudly and in unison at a sporting event.
train/Spain Holland 1-5 140613_00.npy,A group of people cheer loudly together at a sporting event.
train/Spain Holland 1-5 140613_00.npy,A group of people shout and are followed by music and cheers.
train/Spain Holland 1-5 140613_00.npy,some people are yelling in a demonstration followed by a music and crowd cheering
train/bell cbn2 b1 89.npy,A bell is humming and echoing at different frequencies and times.
train/bell cbn2 b1 89.npy,A music producer is putting echo effects on a musicians bell performance.
train/bell cbn2 b1 89.npy,A musical tune using bells is changed using echo effects.
train/bell cbn2 b1 89.npy,Someone is playing the xylophone skillfully while another person is repetitively hitting the gong in the background.
train/bell cbn2 b1 89.npy,Someone is playing xylophone while another person is hitting the gong in the background
train/bell gong urban park.npy,A gong is hit three times while cars drive in the background.
train/bell gong urban park.npy,A gong is hit three times with traffic noise in the background.
train/bell gong urban park.npy,Someone sounds a gong three times inside a temple with road traffic in the distance.
train/bell gong urban park.npy,Three bell tones are struck and ring while cars pass.
train/bell gong urban park.npy,Three different bell tones are struck and ring while cars pass.
train/dmv - &#39;now serving&#39;.npy,"A crowd is talking, and a voice is speaking over an intercom."
train/dmv - &#39;now serving&#39;.npy,A public service office is helping a large group of people.
train/dmv - &#39;now serving&#39;.npy,An announcement plays over an intercom in a crowded area.
train/dmv - &#39;now serving&#39;.npy,In a crowded area and announcement plays through intercom. 
train/dmv - &#39;now serving&#39;.npy,The crowd is talking while a voice is speaking over an intercom.
train/Bells at level crossing.npy,A bell is sounding as a motorboat pulls in to the dock.
train/Bells at level crossing.npy,A car passes loudly as a cow bell is ringing.
train/Bells at level crossing.npy,Chimes making noise in wind and cars driving past.
train/Bells at level crossing.npy,The breeze jangles some wind chimes as cars drive by.
train/Bells at level crossing.npy,Wind chimes blowing in a breeze with cars passing by.
train/bellsequence.npy,A slow melodic chime being struck in a variety of notes.
train/bellsequence.npy,A slow melodic chime was struck in a variety of notes.
train/bellsequence.npy,A loud and pleasant bell chimes several times.
train/bellsequence.npy,A mallet hits a singing bowl and a mallet hits three other singing bowls.
train/bellsequence.npy,The bell is ringing steadily with different types of sounds.
train/Playing with Washers.npy,A person rattles some coins in their hands.
train/Playing with Washers.npy,Coins are being hit together as if being counted.
train/Playing with Washers.npy,Coins are flipping around and shuffled within a hand.
train/Playing with Washers.npy,Coins being flipping around and shuffled with in a hand.
train/Playing with Washers.npy,Something sounding like change is moved multiple times over and over.
train/petrol station filling up car.npy,A car creaking and driving away as someone operates a machine engine.
train/petrol station filling up car.npy,Someone fiddles with links while a car pulls away.
train/petrol station filling up car.npy,Someone operates the engine of a machine as car creaks and drives away
train/petrol station filling up car.npy,Someone works outside while the city cars fill the background.
train/petrol station filling up car.npy,"To a background of city cars, someone is working outside."
train/big bubbles on water.npy,A drain is opened and gurgling water drains down it.
train/big bubbles on water.npy,Air bubbles are forming and popping on top a liquid surface.
train/big bubbles on water.npy,Air bubbles are forming and then popping on top a liquid surface.
train/big bubbles on water.npy,Bubbles are being blown into liquid and they are popping as they reach the surface.
train/big bubbles on water.npy,Bubbles are blown into liquid then pop as they reach the surface.
train/BIG DOG EATING_Dog Eating out of metal bowl (SFX).npy,A horse eating from a metal bucket and producing a clanging sound while feeding.
train/BIG DOG EATING_Dog Eating out of metal bowl (SFX).npy,Moving hard objects around in a tin can.
train/BIG DOG EATING_Dog Eating out of metal bowl (SFX).npy,The horse made clanging sounds while feeding from the metal bucket.
train/BIG DOG EATING_Dog Eating out of metal bowl (SFX).npy,Various objects make a lot of noise in a can.
train/BIG DOG EATING_Dog Eating out of metal bowl (SFX).npy,"With some cutlery, someone is shuffling some of the pots and pans."
train/Big Sur Pfeiffer Beach Park Stream.npy,Large amounts of running water splash into a pool as time goes on.
train/Big Sur Pfeiffer Beach Park Stream.npy,The massive waterfall fell into otherwise calm lagoon.
train/Big Sur Pfeiffer Beach Park Stream.npy,The water is running into a bowl already filled with water.
train/Big Sur Pfeiffer Beach Park Stream.npy,Water is running into a bowl filled with water.
train/Big Sur Pfeiffer Beach Park Stream.npy,a river of water running down stream very slowly
train/Vinyl record noise.npy,A record has reached the end of a song and is waiting to start over.
train/Vinyl record noise.npy,A turntable turns with no needle touching record
train/Vinyl record noise.npy,An electronic hiss and pop is all the speaker emits.
train/Vinyl record noise.npy,The cracking of a small fire very close to the receiver.
train/Vinyl record noise.npy,The crackling of a small fire very close to the receiver.
train/LoaderTruckOutsideHouse.npy,A hallow drum moving around with objects in it.
train/LoaderTruckOutsideHouse.npy,A metal object clanks around in a large room.
train/LoaderTruckOutsideHouse.npy,As other machines are used metal is clanked and banged together
train/LoaderTruckOutsideHouse.npy,Moving a hallow drum around with objects in it.
train/LoaderTruckOutsideHouse.npy,Workers load boxes into the delivery truck early in the morning.
train/Bird-slips-out-of-egg.npy,A bird is cracking open seeds and then the baby birds cry for food.
train/Bird-slips-out-of-egg.npy,"Also, a bird chirps with the rubbing of two objects together."
train/Bird-slips-out-of-egg.npy,"Seeds crack as they are opened, followed by baby birds crying out."
train/Bird-slips-out-of-egg.npy,Small hard objects are being rolled against each other.
train/Bird-slips-out-of-egg.npy,"Somebody is opening up a container, full of chicks, along with some laboratory items as the chicks tweet."
train/birds and wind 13.npy,A variety of different birds are singing and chirping.
train/birds and wind 13.npy,Birds are chirping and chittering with other animals in the background.
train/birds and wind 13.npy,Birds singing and twittering then a big wind blows through or it is a car driving by
train/birds and wind 13.npy,There are all different kinds of birds outside chirping.
train/birds and wind 13.npy,various and different kinds of birds outside chirping
train/Birds In A Cage On Antibiotics.npy,A bird is chirping and people are working and talking about in the background.
train/Birds In A Cage On Antibiotics.npy,A bird is chirping and people are talking and milling about in the background.
train/Birds In A Cage On Antibiotics.npy,Birds are chirping in a tree above a person playing a game.
train/Birds In A Cage On Antibiotics.npy,People are playing with their pet birds while they chirp in the cage.
train/Birds In A Cage On Antibiotics.npy,The birds chirp in their cages while people play with them.
train/birds near river.npy,A bird chirping in the foreground as water is flowing in the background.
train/birds near river.npy,A bird is chirping and singing loudly by a waterfall.
train/birds near river.npy,A waterfall runs in the background as multiple birds loudly chirp and swimmer strokes slosh against water.
train/birds near river.npy,Running water flows in the distance while birds chirp.
train/birds near river.npy,"With birds chirping and water flowing down a stream, male voices fill the far background."
train/franco_hernan_geo_fonia_riachuelo_santa_elena_corregimiento_medellin.npy,A water fountain splashes and blows around in the wind.
train/franco_hernan_geo_fonia_riachuelo_santa_elena_corregimiento_medellin.npy,Some water bubbles and froths against some rocks.
train/franco_hernan_geo_fonia_riachuelo_santa_elena_corregimiento_medellin.npy,Water from the hose splashes as it makes contact with the bucket.
train/franco_hernan_geo_fonia_riachuelo_santa_elena_corregimiento_medellin.npy,Water splashing in a waterfall or out of a hose and into a bucket.
train/franco_hernan_geo_fonia_riachuelo_santa_elena_corregimiento_medellin.npy,water froths and bubbles while it splashes against the rocks
train/Blackcap.npy,A variety of birds are chirping and singing.
train/Blackcap.npy,A variety of different birds are chirping and singing.
train/Blackcap.npy,Birds chirp and sing inside of an atrium.
train/Blackcap.npy,Birds inside of an atrium chirping and singing.
train/Blackcap.npy,"Several birds are chirping consistently, peacefully and melodically."
train/flapping Bird.npy,"A large bird flies away, after a man speaks."
train/flapping Bird.npy,A man alternates between talking and flapping a piece of cloth in the air three times.
train/flapping Bird.npy,A man goes back and forth between talking and flapping a piece of cloth in the air.
train/flapping Bird.npy,A man speaks and then a large bird flies away.
train/flapping Bird.npy,"A man speaks and then flaps a cloth several time, and then he repeats the sequence two more times."
train/unreal atmosphere x20mi2b.npy,A blaring crackling interspersed with a high pitched whine.
train/unreal atmosphere x20mi2b.npy,A loud popping and cracking sound from above with high pitched whining too.
train/unreal atmosphere x20mi2b.npy,A plane loudly takes off from an airport.
train/unreal atmosphere x20mi2b.npy,"Noises in the back ground included an engine idling, a jet flying overhead and keyboard music."
train/unreal atmosphere x20mi2b.npy,"a loud engine idling, a jet flying overhead, keyboard music in background"
train/eating biscuits1.npy,A package is opened and a person is chewing on food.
train/eating biscuits1.npy,A package is opened and then a person is chewing on food.
train/eating biscuits1.npy,Someone eats something and then closes a container.
train/eating biscuits1.npy,Someone is chewing a crunchy snack and then a metal clinking noise replaces the crunching sound.
train/eating biscuits1.npy,Someone is eating some crisp food and munching on it before closing the container.
train/Machetes sliding 2.npy,A pair of swords are being clanged one against the other.
train/Machetes sliding 2.npy,A pair of swords being clanged against each other.
train/Machetes sliding 2.npy,Metal is clashing with another object several times
train/Machetes sliding 2.npy,Two metal items are being banged and rubbed together.
train/Machetes sliding 2.npy,Two metal items being banged and rubbed together
train/bled_island2.npy,A splashing in and through water occurs repeatedly.
train/bled_island2.npy,A boat is bobbing in the water crashing up and down
train/bled_island2.npy,The bobbing of a boat in the water crashing up and down.
train/bled_island2.npy,Waves are splashing against the hull of a boat in the water.
train/bled_island2.npy,Waves splash against the hull of a boat.
train/boca.npy,Children are talking while other children are playing a ball and paddle sport.
train/boca.npy,Kids are playing paddle ball while other kids are talking in the background.
train/boca.npy,"Several people are smacking their lips, trying to mimic horse hooves on pavement."
train/boca.npy,"Slow water drops becoming faster, kids talking and moving"
train/boca.npy,Water is creating a fast leaking and dripping sound.
"train/Boleskine, forest brook.npy",A pool is being filled with water using a hose pipe.
"train/Boleskine, forest brook.npy",A water hose filling up an above ground pool.
"train/Boleskine, forest brook.npy",An outside fountain lets a brook burble along.
"train/Boleskine, forest brook.npy",Water runs down upon rocks on a river while birds chirp in the distance.
"train/Boleskine, forest brook.npy",Water runs down upon rocks on a river with birds in the distance.
train/bottle filling up.npy,Constant water sound flowing from a faucet into a sink.
train/bottle filling up.npy,"Someone fills a jug up with water and shuts the faucet, then a sink drains water."
train/bottle filling up.npy,Water flows into a container that slowly begins to fill up.
train/bottle filling up.npy,Water is flowing from a faucet into a sink and the sound stays constant.
train/bottle filling up.npy,someone is filling up the water bottle and then closes the lid
train/indoors house ambient more silent room tone.npy,A person going through a door at a restaurant while dishes clang and people talk.
train/indoors house ambient more silent room tone.npy,"A woman talks, a child responds, as a cleaning machine runs in the background."
train/indoors house ambient more silent room tone.npy,People are working in a canteen environment as equipment is being moved and children are muttering.
train/indoors house ambient more silent room tone.npy,People are working in a canteen environment as equipment is moved and children mutter.
train/indoors house ambient more silent room tone.npy,"a woman talking, a child speaking, and a floor cleaner running in background"
train/radio-waves-surround-sound-front.npy,A radio is being changed between multiple stations without settling on one.
train/radio-waves-surround-sound-front.npy,A radio tuner being switched through static and radio stations.
train/radio-waves-surround-sound-front.npy,A radio tuner is being moved through static and different radio stations.
train/radio-waves-surround-sound-front.npy,Someone adjusting the radio and getting a mix of signals.
train/radio-waves-surround-sound-front.npy,Someone is adjusting the radio and getting a mix of signals.
train/bridge demolition pounding.npy,A machine has material on it and is being pressed down very hard.
train/bridge demolition pounding.npy,A machine that is pressing down very hard on material.
train/bridge demolition pounding.npy,A pile driver repeatedly struck a piling and drove it into the ground
train/bridge demolition pounding.npy,Metal objects rubbing against each other are clanking and creaking.
train/bridge demolition pounding.npy,a pile driver repeatedly striking a piling as it drives it into the ground
train/Brooklyn Residential Street.npy,A bus lowers it front end for passengers to exit and board while people talk and a vehicle drives by.
train/Brooklyn Residential Street.npy,"As people in the station chatter, a bus is driving away from a station."
train/Brooklyn Residential Street.npy,"As people talk and a vehicle travels by, the bus lowers its front end."
train/Brooklyn Residential Street.npy,People are conversing next to a busy road with vehicles passing by.
train/Brooklyn Residential Street.npy,Several people talking outside next to a street with vehicles driving by.
train/brownnoise.npy,A breeze moving by and a static overtone of wind and other.
train/brownnoise.npy,A static overtone from wind and something else is audible as a breeze moves by.
train/brownnoise.npy,Rain is pouring down outside as heavy traffic is moving in the distance.
train/brownnoise.npy,The wind blows loudly in gusts amid white noise.
train/brownnoise.npy,White noise on top of high wind gusts.
train/rain in pipes.npy,Oil sizzles in a frying pan and a cup is set down on counter.
train/rain in pipes.npy,The object had been rinsed thoroughly with soap and water.
train/rain in pipes.npy,Water falling from a shower head in a bathroom
train/rain in pipes.npy,"Water flows steadily, and hits against an object."
train/rain in pipes.npy,Water is flowing and hitting into something at a steady pace.
train/bugs buzzing loud.npy,A cricket is chirping and increases in volume not stopping.
train/bugs buzzing loud.npy,A cricket is chirping and increases in volume without stopping.
train/bugs buzzing loud.npy,A cricket sound with a high pitch that is constant.
train/bugs buzzing loud.npy,A cricket sound with a high pitch is constantly chirping.
train/bugs buzzing loud.npy,The night bugs are all making sweet music communicating with each other.
train/High pitched drilling.npy,A drill powers up and drills through something loudly.
train/High pitched drilling.npy,A small electric drill is used to push through thin material.
train/High pitched drilling.npy,"A whining saw is started and stops several times, chugging sporadically and never gaining full power."
train/High pitched drilling.npy,Someone is using an electric drill for more than one screw.
train/High pitched drilling.npy,The electric powered drill pulsates about fourteen times.
train/Bus driving.npy,A car driving down a bumpy road at a steady pace.
train/Bus driving.npy,A car is driving down a bumpy road and keeping a steady pace.
train/Bus driving.npy,An off road jeep is driving up a dirt path carrying heavy cargo.
train/Bus driving.npy,A vehicle carries cargo down a dirt road.
train/Bus driving.npy,The low hum of a vehicle revs up and down nearby.
train/GarbageTruck.npy,A big truck beeping while going in reverse.
train/GarbageTruck.npy,A big truck is beeping while going in reverse.
train/GarbageTruck.npy,A large truck is beeping while backing up and the breaks are squealing as well.
train/GarbageTruck.npy,A large truck is beeping while it reverses and the brakes are squealing as well.
train/GarbageTruck.npy,A whir of an engine approaching and a large vehicle pulling away.
train/Wind and Traffic Ambience.npy,A gentle wind blows a traffic passes on a nearby road.
train/Wind and Traffic Ambience.npy,The muted noise of air passing across a surface while an automobile passes by in the background.
train/Wind and Traffic Ambience.npy,The ocean roared on before silence suddenly took its place.
train/Wind and Traffic Ambience.npy,The sound of the ocean could be heard before it was lost in silence.
train/Wind and Traffic Ambience.npy,Wind whistles and traffic moves steadily along against a backdrop of chirping birds.
train/weekend03.npy,A loud bumping around followed by a crumpling sound.
train/weekend03.npy,"A person doing carpentry, followed by someone opening a wrapper."
train/weekend03.npy,"An object moves and scratches the floor, then knocks twice."
train/weekend03.npy,Someone is doing some building work with wood and ripping some wrapping off.
train/weekend03.npy,a loud sound bumping around and crumbling sound at the end.
train/coffee can.npy,A can opener is being used to open a can and the lid is then removed.
train/coffee can.npy,Someone moving a pot and chewing loudly on their crunchy cereal.
train/coffee can.npy,Someone is munching something loudly after it is opened and taken out.
train/coffee can.npy,The person uses a can opener to open and remove the lid from a can.
train/coffee can.npy,Something is being opened and taken out and then someone chews it with loud noises.
train/buzzy static.npy,A steady and high pitched mechanical sound fades into white noise accompanied by muffled voices
train/buzzy static.npy,Electronic interference on major sound and audio equipment caused deliberately.
train/buzzy static.npy,Loud radio static fills the air before channels are switched.
train/buzzy static.npy,Loud radio static that vibrates followed by static channel switching.
train/buzzy static.npy,The loud static is coming from the electronic device.
train/Typing on a typewriter with ding at end of each line.npy,"A person types on a typewriter, pulls it back, and types again."
train/Typing on a typewriter with ding at end of each line.npy,"Continuous typing on a typewriter, it gets pulled back then they typing starts again."
train/Typing on a typewriter with ding at end of each line.npy,Some variety of typewriter is used by a person to type a document.
train/Typing on a typewriter with ding at end of each line.npy,"The typewriter clacks along, slowly and quickly and when the bell rings the carriage is moved to the next line."
train/Typing on a typewriter with ding at end of each line.npy,Typewriter keys rhythmically hitting the paper before the bell rings and the carriage is returned to start the next line.
train/church-eglise #1.npy,A strong wind howls while people chatter in the background
train/church-eglise #1.npy,"As the person is speaking, people are talking."
train/church-eglise #1.npy,People are in a gym with girls talking in the background.
train/church-eglise #1.npy,people are talking as some announcements are made
train/church-eglise #1.npy,wind buffering with banging sounds with background people talking
train/California morning birds singing.npy,A lot of birds are chirping loudly along with each other.
train/California morning birds singing.npy,Birds are loudly and continuously chirping outside together.
train/California morning birds singing.npy,Birds are loudly chirping together while outside continuously.
train/California morning birds singing.npy,"For the entire time, multiple birds chirp in the background."
train/California morning birds singing.npy,While other nature sounds abound birds chirp continuously.
train/cambridge_train_station_02_shelter_water_2005.npy,Liquid dripping and people talking in the background.
train/cambridge_train_station_02_shelter_water_2005.npy,Liquid is dripping and people are talking in the background.
train/cambridge_train_station_02_shelter_water_2005.npy,Men are speaking while an electrical current produces static.
train/cambridge_train_station_02_shelter_water_2005.npy,Something ticks while water drops from a faucet.
train/cambridge_train_station_02_shelter_water_2005.npy,"Water drops dripping, falling at different paces, one very fast and the other slower, then the water drops stop."
train/djf_burps.npy,A child burps five times and another child laughs.
train/djf_burps.npy,A child burps five times while another child laughs.
train/djf_burps.npy,A child is burping repeatedly while another child laughs nearby.
train/djf_burps.npy,"The child burps twice, coughs, burps again, then giggles."
train/djf_burps.npy,Two burps a cough followed by two burps a cough followed by burps then a child is laughing.
train/PS3F_FOZ_centro_RuaNaipi_Noite.npy,A canine woofs at an approaching automobile while a young boy talks.
train/PS3F_FOZ_centro_RuaNaipi_Noite.npy,"A dog is yelping while a car is passing, a person is singing: in succession, another car is travelling by."
train/PS3F_FOZ_centro_RuaNaipi_Noite.npy,"A dog yelps, a car passes by, a person sings, and then another car passes by."
train/PS3F_FOZ_centro_RuaNaipi_Noite.npy,"A dog yelps, several vehicle engines roar by, and a woman speaks while faint footsteps echo in the background."
train/PS3F_FOZ_centro_RuaNaipi_Noite.npy,"A dog yelps, several vehicle engines roar by, and a woman speaks while faint footsteps hit the ground."
train/Nightingale.npy,A number of birds are chirping as the video goes on.
train/Nightingale.npy,A number of birds are chirping while the video goes on.
train/Nightingale.npy,"Birds are singing, making short, quick chirps and tweets continuously."
train/Nightingale.npy,"Birds of many different kinds are flocking together, chirping and singing."
train/Nightingale.npy,Different species of birds are chirping and singing in close proximity to each other.
train/Canarian_Bird_In_Cage_Singing_2.npy,A bird is whistling and it speeds up and slows down its voice.
train/Canarian_Bird_In_Cage_Singing_2.npy,A bird is whistling and it speeds up and slows down the song.
train/Canarian_Bird_In_Cage_Singing_2.npy,"A bird trills, chirps and then the bird beeps."
train/Canarian_Bird_In_Cage_Singing_2.npy,"A bird trills, chirps and then the bird cheeps."
train/Canarian_Bird_In_Cage_Singing_2.npy,A small bird with a chirp that has a higher pitch
"train/ICE passing by, then an ambulance with siren.npy",A passenger is riding on a trolley train while ambulance sirens blare by.
"train/ICE passing by, then an ambulance with siren.npy",Ambulance sirens blare by as a passenger rode on a trolley train.
"train/ICE passing by, then an ambulance with siren.npy",Traffic and a lot of air moving quickly through a restricted orifice nearby.
"train/ICE passing by, then an ambulance with siren.npy","Trucks, cars and emergency vehicles drive through a busy city."
"train/ICE passing by, then an ambulance with siren.npy","Trucks, cars, and emergency vehicles all drive through a busy city."
train/Lincoln Nebraska Tornado 5 9 2016.npy,A plastic pipe is being turned at high speed creating whistling and humming noises.
train/Lincoln Nebraska Tornado 5 9 2016.npy,A plastic pipe turns and creates loud noises.
train/Lincoln Nebraska Tornado 5 9 2016.npy,"Low, natural music proceeds steadily, escalates slightly with a whistle, then continues steadily."
train/Lincoln Nebraska Tornado 5 9 2016.npy,Music plays in a low volume before escalating and leveling out.
train/Lincoln Nebraska Tornado 5 9 2016.npy,Someone is spinning a hollow tube causing the rushing air to gurgle and resemble sound from science fiction.
train/Some Sort of Engine 1.npy,A long steady vibration is made by a motor
train/Some Sort of Engine 1.npy,"A motor is making a long, steady vibration."
train/Some Sort of Engine 1.npy,A person operating a jackhammer creating a loud disturbance.
train/Some Sort of Engine 1.npy,Someone is operating a jackhammer and it is noisy.
train/Some Sort of Engine 1.npy,Spinning blades are chopping through the air very fast.
train/Stoney_StormyC_Nov12.npy,A jet sound roars continuously and then gets a bit louder.
train/Stoney_StormyC_Nov12.npy,Cars driving by on a wet road way after a storm has calmed down.
train/Stoney_StormyC_Nov12.npy,Cars driving by on a wet road way after a storm.
train/Stoney_StormyC_Nov12.npy,Ocean waves are crashing loudly onto a beach.
train/Stoney_StormyC_Nov12.npy,The wind is blowing strongly and pushes with several gusts.
train/Car wash.npy,A train runs over tracks as the air in the cabin is pressurized.
train/Car wash.npy,An airplane is flying in the sky at a constant speed.
train/Car wash.npy,An airplane soars high in the sky at a steady pace.
train/Car wash.npy,The wind is blowing over a large open space and occasionally water splashes.
train/Car wash.npy,"Wind blows over a large, open space as water splashes occasionally."
train/maskingtape.npy,A radio produces a white noise and malfunctions as a voice tries to communicate.
train/maskingtape.npy,A balloon being rubbed against others and against something else creating a loud squeaking noise.
train/maskingtape.npy,Electrical interference static being broadcast through a radio speaker.
train/maskingtape.npy,Electrical interference static broadcast through a radio speaker.
train/maskingtape.npy,"When a balloon is rubbed against something, it creates a loud squeaking noise."
train/Car_Keys.npy,A clank of chains winding towards the ground to be collected at the bottom.
train/Car_Keys.npy,Someone is dragging a chain around on a table.
train/Car_Keys.npy,Someone is rattling the metal discs in a chain so that they clink.
train/Car_Keys.npy,Someone is rattling metal discs joined together in a chain so they clink.
train/Car_Keys.npy,Someone is dragging a metallic object across a table.
train/Radio annoyance.npy,A lot of static followed by a song playing during slightly less static.
train/Radio annoyance.npy,"A lot of static occurs, and then a song plays with slightly less static."
train/Radio annoyance.npy,An old fashioned record player is skipping and then it begins to play a woman singing.
train/Radio annoyance.npy,An old fashioned record player skipping then begins to play a woman singing.
train/Radio annoyance.npy,Someone changing through stations full of static on a radio.
train/Country Stream (2).npy,Water flowing in a creek at a fast pace.
train/Country Stream (2).npy,Water flows quickly and steadily in a creek.
train/Country Stream (2).npy,Water flows quickly into a container of water.
train/Country Stream (2).npy,Water is coming down quickly and powerfully from a waterfall .
train/Country Stream (2).npy,Water is running continuously from a faucet into a tub.
train/Cardiff Bay fireworks.npy,Fireworks go off continuously as kids talk and shout in the background.
train/Cardiff Bay fireworks.npy,Fireworks was exploding in the sky and the crowd was cheering
train/Cardiff Bay fireworks.npy,"Fireworks were exploding in the sky, and the crowd was cheering."
train/Cardiff Bay fireworks.npy,People comment on the fireworks shooting and exploding in the sky
train/Cardiff Bay fireworks.npy,"While a person is shouting, some fireworks are going off."
train/Cardinal Key West.npy,A bird is calling and chirping twice using a repeating pattern.
train/Cardinal Key West.npy,A bird is singing and then takes a quick break before singing again.
train/Cardinal Key West.npy,"A bird sings, then it rests for a moment before continuing to chirp."
train/Cardinal Key West.npy,"On a clear day, a bird chirps at a high pitch."
train/Cardinal Key West.npy,"The bird calls, chirps twice, then begins the pattern once again."
train/cartwheel suitcase plastic wheels rolling on tiled pavement floor plock tock with ambient outdoors.npy,A person dragging a suitcase along a hard surface.
train/cartwheel suitcase plastic wheels rolling on tiled pavement floor plock tock with ambient outdoors.npy,Some horse buckle in a road of some steps.
train/cartwheel suitcase plastic wheels rolling on tiled pavement floor plock tock with ambient outdoors.npy,Various hard objects are slapping against each other and people are conversing in the background.
train/cartwheel suitcase plastic wheels rolling on tiled pavement floor plock tock with ambient outdoors.npy,Wheeled bag being pulled over the breaks in a walkway
train/cartwheel suitcase plastic wheels rolling on tiled pavement floor plock tock with ambient outdoors.npy,Wheeled suitcase being pulled over the cracks in a sidewalk
"train/Fly fishing - winding in reel fast, slow.npy","A a wind up is wound faster, then slower."
"train/Fly fishing - winding in reel fast, slow.npy",A fishing line being pulled in and then some give and then pulling it
"train/Fly fishing - winding in reel fast, slow.npy",A machine is being tuned up and adjusted using a ratchet.
"train/Fly fishing - winding in reel fast, slow.npy",Someone with a fishing pole reeling something in.
"train/Fly fishing - winding in reel fast, slow.npy",a fishing line being pulled or rolled in and then some give and then pulling it
train/Matches.npy,"A match is removed from packaging, lit, the fire burns for a moment and fades, then this all repeats."
train/Matches.npy,A person is sorting through and opening up mail.
train/Matches.npy,A match is scraped on a match box and lit multiple times.
train/Matches.npy,"A match being scraped against a matchbox, and eventually lighting, multiple times."
train/Matches.npy,"match taken from package, struck, fire burns, dies, then the entire process repeated a couple of times."
train/cat eating cat food.npy,A person dumps a container of small objects and then pulls at the sides
train/cat eating cat food.npy,A person dumps some small objects out of a container and then pulls at the sides.
train/cat eating cat food.npy,"A plastic bug scrunches, and then a person snaps their fingers a few times."
train/cat eating cat food.npy,"Dried beans are poured onto a tabletop, then crushed a few at a time."
train/cat eating cat food.npy,The crunching of small objects in a very quiet room.
train/Cat Licking Water In Cup.npy,A dog or a cat is cleaning itself
train/Cat Licking Water In Cup.npy,An animal with a thick coat is cleaning itself while producing light noises from its cleaning.
train/Cat Licking Water In Cup.npy,A little bird playing by himself in his cage.
train/Cat Licking Water In Cup.npy,The bird snapped at something as it was drinking water.
train/Cat Licking Water In Cup.npy,The bird snaps at something while it drinks water.
train/CuttingCarrot.npy,A person chopping and cutting vegetables on a cutting board.
train/CuttingCarrot.npy,A person is chopping and cutting vegetables on a cutting board.
train/CuttingCarrot.npy,A person slices vegetables on a cutting board with a knife.
train/CuttingCarrot.npy,Carrots are being sliced on a wooden cutting board.
train/CuttingCarrot.npy,Someone is cutting up carrots on a wooden cutting board.
train/Cat Purring 2.npy,A cat is snoring heavily while it is sleeping.
train/Cat Purring 2.npy,A cat is snoring heavily while it sleeps.
train/Cat Purring 2.npy,A cat is purring up close as it is being gently stroked.
train/Cat Purring 2.npy,Some insects are making a hissing sound while in the bushes.
train/Cat Purring 2.npy,insects are making hissing sounds in the bush
train/cathedral ambience 01.npy,A crowded train station is full of people walking to and fro
train/cathedral ambience 01.npy,A person walking threw a laundry room of dryers.
train/cathedral ambience 01.npy,"Humans are walking inside a building, and it is windy outside."
train/cathedral ambience 01.npy,Strong gusts of wind are blowing while an object taps vigorously on a hard surface continuously.
train/cathedral ambience 01.npy,strong gusts of wind blowing while an object taps vigorously on a hard surface continuously
train/sw_RainWithCrickets_20100917.npy,A fan is running quietly as the rain falls steadily in the background.
train/sw_RainWithCrickets_20100917.npy,Fan motor running with rain in the background.
train/sw_RainWithCrickets_20100917.npy,Heavy rain hits the ground during a storm.
train/sw_RainWithCrickets_20100917.npy,It is raining cats and dogs during a storm.
train/sw_RainWithCrickets_20100917.npy,It is raining loudly as cars are driving by.
train/CFX-20130331-UK-DorsetSeaCliff03.npy,A bird is singing while a man speaks and ocean waves roll by.
train/CFX-20130331-UK-DorsetSeaCliff03.npy,A man is talking while the waves crashing to the shores and seagulls chirping in the background.
train/CFX-20130331-UK-DorsetSeaCliff03.npy,"A man is talking, then seagulls begin squawking in the background and waves are crashing on the beach."
train/CFX-20130331-UK-DorsetSeaCliff03.npy,"A man is talking, with seagulls squawking and waves crashing on the beach behind him."
train/CFX-20130331-UK-DorsetSeaCliff03.npy,"a man is speaking, ocean waves are rolling, a bird is singing"
train/Industrial Heating Vent.npy,A machine is running and increasing in speed but then slowing down.
train/Industrial Heating Vent.npy,"A machine is running and increasing in speed, then slowing down."
train/Industrial Heating Vent.npy,A waterfall getting louder as it is being approached by someone.
train/Industrial Heating Vent.npy,An industrial fan running inside of a garage.
train/Industrial Heating Vent.npy,The train clattered along the tracks screeching and whistling.
train/chainsaw and little tree.npy,A chainsaw is cranked and then cuts through something.
train/chainsaw and little tree.npy,A chainsaw is started and emits a steady whine before it is used to cut something.
train/chainsaw and little tree.npy,A person starts a chain saw and the person revs it and then presses on the gas.
train/chainsaw and little tree.npy,She started the chainsaw and then throttled the engine to make it roar to life.
train/chainsaw and little tree.npy,"The person started the chain saw first, then revved it continuously. "
train/Cheer.npy,A crowd cheers and claps excitedly all at once.
train/Cheer.npy,"A crowd of people of clapping, men cheering, women cheering, continued clapping slowly stopping"
train/Cheer.npy,"A crowd of people, including men and women, were clapping and cheering until it slowly stop."
train/Cheer.npy,"Cheering, whooping, hollering and applause which gradually diminishes to a halt."
train/Cheer.npy,"The cheering, whooping, yelling, and clapping gradually diminish to a halt."
train/Chickadees Singing.npy,"A slew of ducks quack and, in the background, more birds chirp."
train/Chickadees Singing.npy,A slew of ducks quacking and birds chirping in the background.
