file_path,caption
train/YTeAY3GoQtUw.npy,A loud metal sound is followed by a man speaking loudly while the metal crash continues
train/YGb3wra2deV8.npy,Humming and revving of an idling engine
train/Y5fgKkCIjlIg.npy,Emergency vehicle driving with siren on
train/Y5ferrybH65I.npy,A sewing machine runs and someone speaks
train/YPukVMvQ2c5Q.npy,A person talks nearby as pigeons coo in the distance
train/Y5far1dhsuII.npy,"A man speaks, followed by power tool noises"
train/Y5fkrkkq2cew.npy,Birds chirp faintly in the background
train/Y5fihLVMJdtc.npy,A dog yips and jingles its collar around and a woman speaks
train/Y5fieEPkN64E.npy,A clock is quietly ticking
train/Y5fiZvFes7nY.npy,People yell then an engine revs and squeals
train/Y5foXNRJAqt4.npy,A woman giving a speech and shouting
train/Yy0P-XU5HMrg.npy,Pigeons coo while a woman speaks
train/YvoFafhNPrBg.npy,A man speaks while bird chirp in the background followed by a swarm of bees buzzing
train/YQgvg7j5Wnf4.npy,Steam hisses and a person hollers far away
train/YYeN2pW6TsFg.npy,Someone snores nearby
train/Y2pTP2R4eDRY.npy,A steam train is chugging
train/Y2pTVs_NQJQ8.npy,A hissing and crunching sound with a dog barking in the background
train/Y2pL7yImOfCo.npy,Ducks are quacking in the distance
train/Y2pLTDQIbNEQ.npy,A motorcycle beeps a horn followed by thunder
train/Y2pMTfxTUU6o.npy,An sizzle in the pan while some speech
train/Y2pSUsHBFQWw.npy,A vibration noise of a machine
train/Y2pHBFSLjf3c.npy,"A motor is humming and vibrating, and an adult male is speaking"
train/Y2pKkaUuZygE.npy,Woman and man talking with loud snoring
train/Y2pL3u2ecpTA.npy,Insects are buzzing
train/YZKjXxR-p0J8.npy,A child screaming followed by children speaking with some tapping in the background
train/YY_X-UlXBHZY.npy,A sneeze followed by laughter from a crowd
train/YY_YUG64HUw8.npy,A woman laughing followed by a modified laughter
train/YY__kH0rM_V8.npy,"Rapid, continuous typing"
train/YY_raMz6QfG8.npy,Spraying water with some scratching and a man speaking
train/YY_yjjyG1y44.npy,Distant rustling with people speaking and nearby rustling
train/YQgwy0P1x8yU.npy,A bus engine running followed by a horn honking and a person laughing
train/Y8pT0Y97DufE.npy,A female narrating very clearly
train/Y8pTSC6D1un0.npy,"A male speaking, interrupted by cheering and clapping of a crowd"
train/Y8pWmF80l5Vg.npy,A baby whimpering and crying
train/Y9R7NtsxdSro.npy,Birds are flying and squeaking while a woman is talking in the background
train/Y8pKO5tTWFCs.npy,Humming of a tune and a toilet flushing repeatedly
train/Y8pKyaptVj1M.npy,Female making a speech with the crowd of people clapping
train/Y8pLjONj1YGo.npy,"A female narrates over a microphone, and background noise"
train/Y8pRvXut5YHQ.npy,"Traffic passes in the distance, ducks let out quiet quacks and people speak briefly"
train/Y9R2ryBX5iXo.npy,Water swishing and heavy wind with distant speech
train/Y9Qx3BmtVktM.npy,Continuous music
train/Y9QrVBWlocqg.npy,Vehicle drives by quickly while a man is speaking
train/Y8pZngARG0Ik.npy,"Typing on a keyboard is occurring, and an adult male is speaking softly"
train/Y9R52fivn0dE.npy,A man speaking
train/Y9R4uyY_lUyI.npy,Water vehicle idling as wind makes noise on microphone
train/YtKhyaAub1oY.npy,A vehicle engine accelerates while music plays
train/Ywwz3mYZ1t1s.npy,Someone snores and breathes hard
train/YtKYiWYC8kiM.npy,Bells ringing a tune
train/Ywwdl6bq6qns.npy,Vibrating distant engines with rustling and cooing of pigeons
train/YwwdVX5NjF44.npy,"An adult male speaks, and an electronic beep occurs three times"
train/YaBtbhb1vNx8.npy,Pigeons hoot nearby as birds chirp in the distance
train/YwwdxAJs4YJw.npy,Spraying and sloshing of liquid along a surface with static in the background
train/Ywwg8o73PJNg.npy,A rocket flies by quickly and then bursts in the distance as people talk quietly nearby
train/Yqdl6t1bDb-8.npy,A tapping sound with birds singing in the background
train/Y02z4IwUB7xM.npy,An insect buzzing its wings
train/Y02zSQSDa21M.npy,A child speaking while crumbling a package
train/YGFYTKbOyg44.npy,Several loud bursts with clip clops of a horse and a dog barking then a woman speaks
train/Y02xTAuBPluY.npy,High speed vehicle passing by
train/Y02xVctu2pHE.npy,Male speaking and a faint response from another male
train/Y02yKekhQaC8.npy,Vehicle driving through water
train/Y02yX3kyPZqU.npy,A car driving quickly down a road followed by speaking
train/Y02sFhelVuwc.npy,Woman and man speaking over the sound of bubbling water
train/Y02u3P99INjs.npy,"An ambulance siren in the distance, and a vehicle screeching to a halt at mid range"
train/Y02u5Goo_qHU.npy,Truck engine with beeping in the distance as people are talking
train/Y02w3vd_GgF0.npy,People speak and then a train whistle blows
train/YRCNY1DlOfu0.npy,A pigeon cooing as birds chirp and a seagull squawks in the background
train/YcqYld3axqw4.npy,Low industrial noises followed by flowing water
train/YcqS4MlzSakg.npy,A very light ticking sound occurs
train/YcqMD9nDt5zQ.npy,Music followed by speech more music and oink
train/YXWjZth5tanM.npy,Wind blows then a vehicle squeals tires
train/YXWe4ZOftxcU.npy,A woman and man speak as sizzling food in a pan is stirred
train/YaGJK9YULLfs.npy,Sizzling and clanking with male speech
train/Y1n87Jjs4XyU.npy,"A dog pants excited, a woman speaks, a dog barks"
train/YXWWi3XvMC34.npy,A baby cries continuously
train/Y7xAWK6Cj4Bk.npy,A power tool is humming and a man is speaking over it
train/YUGy6XjRXnIc.npy,A mechanical pig noise oinks while a machine explodes and takes off
train/YUfdAEIm3CgY.npy,Clanking and white noise with male speech and brief laughter
train/YZsBkVw-v2kQ.npy,Humming and vibrating of an idling engine
train/YZsI19tpVorU.npy,Cheering together with an engine revving and some speech
train/YODto2AwMLNw.npy,A scrapping and vehicle idling noise
train/YhnjZKONjoSk.npy,Men speaking followed by an infant crying
train/YhnS1Z4HyuU4.npy,A vehicle hums as it revs and accelerates down a road with passing traffic
train/YyVzIaZzLH38.npy,The buzzing of several flying insects
train/YqzNrGCL46pI.npy,An electric motor runs while a man speaks
train/YODbNxIQmvU4.npy,Distant speech and hollering
train/YqzhQJhakQdI.npy,A stream of water rushing followed by plastic crumpling and wind blowing into a microphone
train/YODgDZM8Nn-Y.npy,Music plays while a clock ticks
train/YaBVTTxi7_i0.npy,Clicking and clanking with a man speaking
train/YB81ajkbyG74.npy,Muffled voices are followed by an approaching train and a loud train horn
train/YxbeffTkEmYg.npy,Birds chirp and barnyard animals softly bleat and a man talks in a low tone
train/YxbZyDQqy2lc.npy,"A man yells nearby, followed by another person talking, after which a person laughs"
train/YB7r6KzeIQY8.npy,"Rhythmic clicking and thumping are ongoing, and hissing is present"
train/YB7rIZNL4ww8.npy,A drill is being used
train/YB7oNMqOEFo0.npy,Cars are accelerating and passing by at a high rate of speed as the engines are roving
train/YB7qahxQdMJU.npy,Cracking and rustling leaves
train/YB7yXEbCF114.npy,A crowd cheers while a woman speaks over a microphone
train/YB7sWqqzgROM.npy,Kids are playing and arguing while a door is closed followed by laughter
train/YB7xBHWWfTak.npy,A motorcycle is riding through the wind
train/YJMlb48siyLw.npy,Distant murmuring followed by tire screeching and revving
train/YODUK_kr_MOo.npy,A dozen pigeons coo while other birds sing in the background
train/Y_R0xnIbTxug.npy,"The wind is blowing constantly, a motor vehicle engine runs and then fades, and an adult female speaks"
train/YTQcpp31Wmuo.npy,Several birds tweet and ducks quack far away
train/Yae5GZL0kH7g.npy,A cat purring followed by a meow
train/Y8vTgZx_rz4Y.npy,Something beeps multiple times and then a man grunts
train/Y8vTIH1YZ9eE.npy,An insect buzzing around and then an emergency siren followed by the beat of drums
train/Yae0EdaELx6s.npy,A small engine runs then turns off
train/Y8vH41YnQCDM.npy,"A child speaks, a few beeps, and a male rapping"
train/Y8vTAvsyH4pc.npy,Two kids having a discussion
train/Y8vLVk5hw84U.npy,A motor is started and revved up before driving away
train/Y8v9yIKvKOSk.npy,Some crackling and then a tool is chopping on something wooden
train/Y8v7W7AiQJeI.npy,"Claps on a hard surface, then a child and two adults take turns speaking"
train/Y8vE2wod7rhE.npy,A woman speaking followed by a hum and a horse neighing with some banging
train/Y8vE2oxhlslM.npy,"A woman and children speak, and an electronic device beeps"
train/YHYGbJh1lS_4.npy,"A car revs up highly, followed by people talking"
train/YRCJyhYPtPAk.npy,A person talking with chime sound and a person whistling
train/YTQTayMexGM4.npy,A motor vehicle revs up several times loudly
train/YWnH2ocS4ZfU.npy,A stream of water flowing and splashing as a motor cranks and wood creaks and thumps
train/YmaTMOi4KU30.npy,Rain falls and music plays on a radio
train/YHFqmvbAMqIE.npy,A dog growling and barking followed by a woman talking then footsteps shuffling on a hard surface before metal rattles and cloth shakes
train/YD1NopL9cFPQ.npy,A train horn blowing followed by a young man speaking as a train runs on railroad tracks and wind blows heavily into a microphone
train/YD1GMQ9I0pNo.npy,An airplane flies in the distance cutting in and out as wind blows
train/YD1TF9R00h30.npy,"A girl talking while clinking silverware, followed by a woman talking and then glass cracking"
train/YD1RS2wibJ60.npy,A bell tolling followed by a group of children cheering
train/YD1RZfR5LDyQ.npy,A woman speaks shortly before gasping followed by two women taking turns speaking
train/YBtW3hWhaxWo.npy,A rattling of silverware in a container with a male announcer
train/YBtTRxFpk6IM.npy,A machine works then stops while two women talk
train/YBt_nfD_TvcU.npy,A woman delivering a speech
train/YD1V2rFLtb48.npy,Water flows as birds sing in the background
train/YBtcBimFHJSs.npy,A person whistles and then speaks nearby
train/YLS3FnR5XLm8.npy,An airplane idles nearby as wind blows loudly
train/YBtdJGJwI3Wo.npy,Something is rubbed
train/YiOlNfTRwd7A.npy,Several rapid gunshots and an explosion as people nearby laugh and scream
train/YdSeD2YIWjeg.npy,A toilet flushes two times
train/YdSaleFsf7b4.npy,Music playing while a dog howls in unison
train/YgWd91EvQhn4.npy,A fast vehicle accelerates and approaches
train/YgWg33ZXPL6E.npy,A man speaks as computer keys are clicked
train/YEIkOna_6Yr8.npy,"A man speaking, followed by the brief buzz of a drill"
train/YZ5AJdson9N4.npy,"A motor is running slowly, speeds, then idles"
train/YrSoIF_UBKUs.npy,Humming of powerful engines and squealing tires
train/Y-q01hsj6QLs.npy,The sewing machine is in use as it is sewing something
train/YHYLRClhdQoo.npy,A horn honking with white noise and distant speech
train/YzosVIY0OqM4.npy,A stream burbles continuously and then a woman speaks and laughs followed by a man speaking
train/Y75ZEBm4n4ag.npy,High frequency use of mechanical drilling tools while someone is talking
train/YzodHjtJL2RU.npy,A child laughing followed by an animal breathing aloud
train/Yb1zefG07jMA.npy,Water flows and splashes with distant scratching
train/YllWG8M6Fsrg.npy,"An engine idles at high speed, followed by a person talking"
train/YSHBOwQJ61Hc.npy,A siren sound going off
train/YSHFTj0DXNg0.npy,A fast car accelerates and skids
train/YqvD3ENcVHHE.npy,Exhaust rumble changes pitch as throttle is pressed and released
train/YKVN265TTKEs.npy,Ringing of a bell and blowing of a horn as a train approaches
train/YL8asGSFW5yc.npy,A siren is triggered and a vehicle moves fast
train/YgmzqBraCnDg.npy,Water runs while a frog crickets
train/Yy7fjiNiho3Y.npy,Tick-tock followed by chimes and a cuckoo
train/YKVQMmYxghwg.npy,Wind blows and a man whistles before talking
train/YP8c3ZJ1vJF8.npy,A goat brays as someone talks
train/Yy7RUzaNnquU.npy,A man speaks with mechanical humming of an engine
train/YrkQ3vxmmYkE.npy,Someone laughs while a fight happens
train/Yy7KG-Fds4R4.npy,A helicopter flies nearby while people talk and wind blows
train/Yy7IjFYcwcTI.npy,A bird squawks repeatedly
train/Yy7ewcjOiCGI.npy,A person sneezes several times loudly
train/Yy7eTCnpXlYg.npy,Some light banging followed by vibrations from a power tool
train/YrkCJGVIDJZs.npy,A whistling noise followed by a person yelling
train/Yf6o8T8OSASw.npy,Some banging followed by a cat meowing
train/Y_BL8yKPxNng.npy,A large metal bell is loudly ringing one tone
train/Y9ltErwU9WZE.npy,A male is vocalizing to an animal that is responding by making meowing sounds
train/Y9lzQz0rW3bQ.npy,"A vehicle is revving and accelerating, followed by multiple individuals applauding and cheering at once"
train/Y_BQSPYjmCKs.npy,A motor vehicle is driving as wind is blowing
train/YnIXEe_5Mpk8.npy,A machine works and a cat meows
train/Y9lllFazPWSY.npy,A motorcycle engine is being run
train/Y9lnjO1dtp6I.npy,Birds chirping continuously
train/Y9lqTjd0_NWI.npy,Mid frequency of an engine idling
train/Y9lqiGC4IVHI.npy,High pitched whistling
train/Y9laJk7pemBE.npy,Laughter followed by burping and more laughter
train/Y9laSFr6Ku40.npy,Wind followed by running water
train/Y9lkBdLgjFoE.npy,Someone loads a gun and fires it
train/YnIRoN2QoPbQ.npy,A helicopter engine running followed by a helicopter flying in the distance then a man speaking
train/YWMf1CSwZ9pQ.npy,A vehicle engine revving several times followed by a man talking
train/YO62TO4ELw0Q.npy,Clicking and cracking
train/YWMbKzJgLIXI.npy,A quiet rustle if followed by a few cries and a sneeze
train/YWMgCbqbzuro.npy,Police car sirens sound multiple times in the distance
train/Yb1kRGV4XRCQ.npy,"A person speaks loudly, followed by a woman yelling and a crowd applauding"
train/Yh8B7r31ti0c.npy,"A rustling noise, a child and lady speaking"
train/Y8QCDA0LZA5s.npy,A swooshing noise while music plays in the background
train/Y8QJb6vJzsAI.npy,Woman cautioning another with a muffled response from another woman
train/YdhidZOcTGuQ.npy,Adults and children talk nearby as a spray can spray multiple times
train/Y8Q3Duuu8HTQ.npy,Crowd murmuring and clanking
train/Y8Q3Lazeug88.npy,A man speaking and gunfire going off
train/Y8PyuVAz48Ng.npy,Large vehicle engine trying to start
train/Y8Q2MAgDItKY.npy,Several sirens blaring
train/Y8QBMPrxT0Qg.npy,"A boat motor is idling roughly and vibrating, and thumping is occurring"
train/Y8Q8QuCN2Rhk.npy,"A horse trots and a gun is fired, then a woman speaks"
train/Y8Q9KYWxUZ10.npy,Wind blows while a boat motor runs and a man speaks
train/Yk5WYpO7VrDg.npy,"Food is frying, something is hit and then a lady and man talk"
train/YDORlAPt9LNs.npy,A man speaks followed by some clicks then powerful whooshes
train/YsybL9lmdeqQ.npy,Muffled water gurgling and trickling
train/YsyO_QqX3Tqs.npy,An engine idling consistently with some distant murmuring
train/YsypI97e7Q7U.npy,Water splashes and a men and children speak
train/YsyjvDP1eFYc.npy,Music plays followed by whooshing and a woman speaking with faint distant screaming
train/YsyciB53536k.npy,A woman talks and then several people shout
train/YY4-xSTpJL5c.npy,Clanking takes place then a beep sounds briefly
train/YelRn8s80_-w.npy,High pressured water spraying
train/YwbokR_UJuvE.npy,"A sharp metallic snap occurs followed by an electronic beep, a male speaks, a child coughs once, and thumping and scraping occur"
train/YEBP77eySdDQ.npy,Rustling and scratching with light knocking
train/YwbyZQuaIMRc.npy,"An electronic telephone ring occurs three times, while an adult male speaks"
train/YwcMNcy8G5NY.npy,Crickets chirping with other insect noises
train/YwcIg-hkL3QI.npy,Many drums beat and police sirens come
train/Y0qPqcZFmwEQ.npy,A male person speaking in a monologue style
train/Y0qQbp_59VdU.npy,"A vehicle motor is running, animals are bleating, and someone whistles"
train/Y0qQrvxiuLYw.npy,A man speaks as a siren sounds
train/Y0qRQChItiKI.npy,Faint engine noise
train/Y0qV8A8K4kmA.npy,Rain falls and thunder booms in the distance
train/Y0qXG6bmvExI.npy,A horse running and clip-clopping
train/Y0qcN2YZVZ2Y.npy,Whispering followed by a small boy voicing discomfort
train/Y0qh0Vr-CxuA.npy,Laughing followed by a vehicle driving
train/Yy_vT7UUhmvs.npy,Someone snores loudly
train/Yy_oU8QfMgwI.npy,Snoring is ongoing in a quiet environment
train/Yy_oOPfu1O2A.npy,Many birds chirping outside
train/Yy_nYdpJ7GrY.npy,Constant crinkling noise
train/Yy_maJUxDVY0.npy,Men speak briefly with music in the background then wind and the ocean
train/Yy_j5mB0OLfE.npy,Multiple helicopter blades running
train/Yye3Z9p2cxiM.npy,"A man speaking, with the hum of a machine in the background"
train/Yye4JxTvQpPE.npy,A vehicle engine works to accelerate and decelerate
train/YPRR3t-T5cmE.npy,"While water runs and gurgles nearby, a man speaks in the foreground, is answered by another man in the background, and speaks again"
train/YydxAIq94G2w.npy,Some clicking followed by scraping then a loud bang
train/Yydxboeiwrfk.npy,An engine works moving closer and further and a woman talks
train/YshpOybfQQ7k.npy,Small birds chirping and clicking
train/YQOQWbvxe8F4.npy,Adults and children laughing followed by a boy and girl speaking
train/YdeWzyefpzTo.npy,A man is speaking with birds chirp outside
train/Y-3wwAuNmuBM.npy,Silence at first followed by two short spraying noises followed by a few digital beeps
train/Y-3rHT9Gmimk.npy,Inhales and exhales of heavy breathing
train/Y-3qVzrEZ8l0.npy,"A woman talks to an angry cat, a dog barks, a cat meows and a man laughs"
train/Y-3pJKeifc_M.npy,"A boat motor is running, water is splashing, and people are speaking"
train/Y-3lYmHGfkX4.npy,Intermittent gunfire
train/Y-3gSkrDKNSA.npy,A large engine roars at it speeds off into the distance
train/Y-3fImGL-sbQ.npy,A small burst of air followed by boys screaming and squeaky footsteps
train/Y-3cmXbOJOoc.npy,"She is speaking, dogs are barking"
train/Y-3bdRpp1ntw.npy,"Sizzling and stirring sounds occur, then an adult female speaks"
train/Y-3Z3twSoRcQ.npy,An engine revs loudly as a man sniffles
train/YeZvK9ni9wSc.npy,Waves crashing with wind and distant speech
train/YBQxdlyVfKz0.npy,A dog yipping followed with a man talking then the dog yowling
train/YmkLhjGwUlGU.npy,A person crying and talking
train/YeZjOLi69xMg.npy,"Hissing occurs and is followed by an explosion, and then woody woodpecker laughs"
train/YeZZnnpw9P60.npy,A train engine idling followed by a single hoot from train horn
train/YmkGXpguHFYw.npy,A man talks followed by a bell ringing
train/YFwerx8811UQ.npy,A few people talking followed by a rapid succession of machine gun fire
train/YmkM95UNSgBc.npy,A whirring and clanging noise with humming at the end
train/YY3vK7x33AUg.npy,Thunder and rain pouring down
train/YZ5EMb3cumpU.npy,"Pigeons cooing with children talking in the background, followed by a woman talking"
train/YN35v0MNl6pA.npy,Thunder and wind then horse clip-clopping
train/YdRY0nriZ-Go.npy,A man speaking as a motorboat engine runs idle and wind is blowing moderately into a microphone
train/YoBONyjp9xZA.npy,A person yells nearby as an oar splashes in water
train/YJ7BgnX21_Js.npy,Water pouring and splashing
train/YJ75jsTQibck.npy,A woman speaks over a loudspeaker and a crowd talks among st themselves
train/YM29p2VfmQZk.npy,A young woman speaks and a car horn honks once really close by
train/YJ73HXiihn84.npy,"A flush occurs with water splashing and gurgling, and birds chirp in the background"
train/YoBgYjqQ-emo.npy,Rustling followed by hollering and speech together with light wind
train/YM233HpqusA4.npy,An insect buzzing with some banging followed by the whimpers of a person and a loud bang
train/YrVFmzukAWxA.npy,Some liquid flows
train/Ylam4QEpJS2g.npy,Some objects are tapped followed by someone whistling
train/YlbJXFMDK4KM.npy,A soft sizzle of food frying and a scraping noise which followed by a woman with a soft voice saying a few words
train/YrVDBbVZ077o.npy,"A prolonged, extremely nasal snoring progresses, a quiet whisper, and then a crowd laughing heartily"
train/YrV0q34lazw4.npy,A motorcycle vehicle revving and accelerating
train/YrV9mTbXn52k.npy,A person types on a computer keyboard quietly
train/Yc4sv1cyLgwc.npy,Dogs barking and yipping with w whirring noise in the background
train/Yc4oe44Fuq5c.npy,An electric saw works and then stops while a man talks
train/Y5Vn3spfiKdA.npy,A woman talking and horses clip-clopping
train/Y5VnCWno6kDM.npy,"A crowd is clapping, cheering, and whistling, and an adult male speaks in the background"
train/Y5VlEBrCL-EI.npy,A man giving a speech as the horse clip-clops around
train/Y5VhdjWWQhzU.npy,A man is giving a speech and a crowd murmurs a little
train/Y5VhwFdU3WMA.npy,A motor vehicle engine is idling but with intermittent sputtering
train/Y5VgANQDsb6g.npy,"Several men and a woman speaking, crowd noise in the background, and a clip-clop sound"
train/Y5VhY80svbpg.npy,A man speaks with a slight echo
train/Y5VfWpC2JpPg.npy,Children communicating to one another followed by something suddenly being zipped
train/Y6U7AtPuyX68.npy,A woman is speaking and a dog barks several times quickly
train/Y6vGvX-CjJ50.npy,A cat meows and purrs
train/Y6vHt2FRpEWU.npy,Audience clapping and then a man speaks
train/Y6vJyqoneOB4.npy,A man speaking
train/Y6vBcNUgjiZQ.npy,A vehicle beeps its horn as another vehicle engine runs
train/Y6vCIl1QpbxY.npy,An engine idling and cracking with people speaking
train/Y6vEKFZvaQik.npy,A woman speaking as plastic crinkles
train/Y6vR0uox4iOk.npy,An object dropped followed by giggling and a person yelling loudly
train/Y6vR2Yjos6Xo.npy,Humming from a passing locomotive which honks its horn
train/YJR4UTcCzluU.npy,Babies crying with people talking
train/Yrto03s1PeT0.npy,Pigeons coo and flap their wings
train/YgwCWdiQrQC8.npy,A baby cries and a woman speaks
train/Y8-S0JaC4QWA.npy,A woman is giving a speech
train/YlAIwZre3OBk.npy,A engine runs steadily then accelerates
train/YChhHs0ZBfWU.npy,"A knocking engine revving up, shutting off and trying to be started"
train/YrKlEhIwEveg.npy,An alarm beeps loudly multiple times
train/YlAC8te4sjHM.npy,"An ambulance siren sounds several times loudly, and then cars rush by"
train/YChadx6q6oWc.npy,A woman speaking while a sewing machine hums
train/YChbA7ZYQ7g4.npy,"Rain is pouring, and raindrops are hitting a surface"
train/YChX2W-6OoMM.npy,A dog barks then runs followed by dogs growling
train/Y24MAv47JAmM.npy,"Man speaking, while oil is frying"
train/Y24KTgR9kwtU.npy,Traffice is moving by with the wind blowing
train/YnSZUzoSqaco.npy,Bird wings flapping and cooing sounds
train/Y245iY6ObGok.npy,"A boat engine roars, wind blows hard"
train/Y2432dxrsvs0.npy,Dogs howling and a human howling
train/Y24Aif5_nInw.npy,A dog is growling
train/Y24AMy6pRFzs.npy,"Wind blows, water rustles, a bird chirps, and a man speaks"
train/Y24Dk83zCBZs.npy,Traffic passes by as a man loudly talks
train/Y24BuUXsLb8I.npy,Birds are chirping and a ring tone occurs
train/Y24K4ARNAmrQ.npy,Large rapid gunshots
train/Y24G1AfEWw1Q.npy,Race cars crashing together and sound of engines
train/YGSM-FaxsSnE.npy,"Traffic noise is present, and a car door shuts"
train/YJtY72_THbYk.npy,Music and male narrator with buzzing sound
train/YpVdnr0xq9eI.npy,A woman is speaking as silverware is used for stirring followed by dishes being moved shortly before a woman speaks
train/YFncZN3UBRb4.npy,"A man talks, followed by an object falling on a table, after which a saw spins loudly"
train/YJKNzxu6bAxI.npy,"An engine revs and a woman yells while men shout, then the engine fades"
train/YJKSXn-XCEjQ.npy,A cat meowing multiple times
train/YJKTFUDDVImU.npy,A man speaks with some rustling and scraping then a clink
train/Ym3XLmdvOAwE.npy,A large crowd cheering and chanting
train/YJKMFXJB88ds.npy,A man is speaking while pigeons are cooing sparsely in the background
train/YJKMybXbO9_g.npy,"Light wind with muffled, distant speech"
train/Ys7dXKbsWDGo.npy,Music plays and someone whistles
train/YIadpEdXyo60.npy,A cuckoo click making noises
train/Y3Vq-kZzpSUM.npy,A man speaking and gunshots
train/YU4ax1QVGpgM.npy,Rain falls onto a hard surface
train/YIaSUq14bQ-Y.npy,Rainfall with water streaming and flowing vigorously
train/YpVWr0S4THbM.npy,Some bird tweets while adults and children talk
train/YIaRCv5z2zr8.npy,A low siren beeps followed by someone pressing a button
train/Y4pxc0v9G1H4.npy,Some people are talking and a person sprays aerosol
train/YKJULkJvHC1I.npy,Light music playing food sizzles in the background and a woman speaking
train/Y3Vs6jCyH5vg.npy,Snoring and heavy breathing
train/Y4psMVnfOCIs.npy,A toilet is flushed and the water slowly drains
train/Y3VuF88rXuzM.npy,A woman giving a speech
train/Y4tZGbSo5_qQ.npy,A child and parents are talking
train/Y4tW5LuXcS2w.npy,A motorboat is slowly passing by and a man yells out as he passes by
train/YNDqxRChuyfA.npy,A siren wails and vehicles pass
train/YNE1zAn2NU2w.npy,A toilet flushes and water drains
train/Y6mA1w68QzNw.npy,Strumming of a guitar with a frog croaking in the background
train/YNE12a1UP4BM.npy,Water spraying sounds
train/Y4tGtNjJNzjo.npy,"A man talks, and a sewing machine runs"
train/Y4tFihErjsfY.npy,"Dogs are barking and yipping, rustling is occurring, and an adult female and adult male speak"
train/Y4tJJS2r5FpQ.npy,"A person speaking, oinking from a small pig"
train/Y4poOnfheSDI.npy,A dog is whimpering
train/Y4tO1UIFtO98.npy,"Faint, muffled ticking"
train/Y4tKhd1qcQNc.npy,"A loud boat motor revs, water splashes"
train/Y4tSuU_ju1W4.npy,A small remote controlled vehicle engine running
train/Y4tQxC_WkWFQ.npy,A man is speaking
train/Y4cbh7Rd9Fwk.npy,A horse is trotting and birds are chirping
train/Y4cYGXhlA_bo.npy,Sirens blare then get softer as cars pass by
train/Y4cdxtErPm6c.npy,An engine is idling
train/Y4ccn53WzOCE.npy,A car is racing and speeding rapidly in a high frequency
train/Y4cgd7TtdOSk.npy,A race car is revving its engine as it drives by
train/Y4cgSTn95G7A.npy,Motor saw cutting and hammering of objects
train/Y4ciaLTBWhBs.npy,A door is closed
train/Y4chQUsN0_YM.npy,A woman is giving a speech
train/Y4clFlZrUflk.npy,A man talking then a smashing noise
train/Y4ckzDEHRkwk.npy,"A narration, with people laughing and cheering, then another man talking"
train/YDE-tRWX6V2E.npy,A man makes a speech in a large space that echoes
train/Yz3Nf0rg7wG0.npy,Hissing and vibrations from a power tool
train/Y4q03lP_RzSM.npy,"Water splashes, wind blows hard, a motor runs"
train/Yz3JmPi5pSi4.npy,A man speaking with dishes clacking and pages turning in the background.
train/Y6mPiok9K00Q.npy,People breathing and laughing followed by burping
train/Yz3GPHGHwIU0.npy,Sizzling food with scraping followed by a man speaking
train/YHCpE7cmP7ME.npy,Someone snores nearby
train/Yr3EmjQAV4Iw.npy,A baby cries while a woman speaks along with several taps on a surface
train/Y1EzVyyjQykA.npy,Wind sounds with sound of a boat motor accelerating
train/Y1EzswqgPtHM.npy,Child speaking
train/Yn8ACJplLEY8.npy,Some objects are tapped followed by a woman talking
train/Y1HsuNROpMNM.npy,Dogs are running around and barking
train/YHCdrBokv7BE.npy,The wind blows and a super soft hum is in the background
train/Y1Eq6GXOSJho.npy,Motor vehicles with loud motors along with many voices in the background
train/Y1ErYK16F1EI.npy,"A person is speaking while music plays, ending with a whoosh"
train/Y1EkS_SNmvm0.npy,Rain is falling and a man speaks
train/Y1ElFyQFcd4k.npy,A truck is running and beeps horn then someone speaks
train/Y1EuMnE_wUDM.npy,"Hissing and vehicles outside, woman speaks and beeping squeaking"
train/Y1Ew3DdjR0dk.npy,Someone is speaking and clanking something together
train/Y1EsH7PypJg0.npy,Car driving the road and skidding around a turn
train/Y1EsMMkiEgQs.npy,A speech is being given by a man
train/Yz34Ad4Nj1HU.npy,Some rustling with humming engines and birds chirping
train/YpNgC0z8q1TU.npy,Something shuffles around and multiple men speak
train/YpNH66oHYYvY.npy,Two men speak while a woman and other people speak in the background
train/YpNCHXHn9KFc.npy,Two male voices talking followed by a goat bleating
train/Y1HfKtuB1-XA.npy,A cat is meowing and an adult female is speaking and laughing
train/YpN0BCzdi214.npy,A voice over a telephone followed by a man screaming and a woman speaking then a click
train/Y1HY_bso50Og.npy,Man speaking with whistle blown in the background
train/YXMHGwUI8ztw.npy,Wind blows by softly as birds sing in the distance and a frog croaks loudly nearby
train/Y3epkOM1_9LY.npy,"Loud, consistent snoring"
train/Y3epv6zHVZ6M.npy,Some men are talking with pigeon sound in the background
train/YphezsurJjko.npy,"People talk nearby, followed by a dog barking in the distance"
train/YphitxI0k6L4.npy,Someone snores lightly
train/Y3ek-xLwr05Q.npy,A dog barking and growling
train/Y3ek_TD_ZAWA.npy,A car engine roars as it passes by
train/Y3elu8-LiRes.npy,Sheep are bleating
train/Y3emv1ukPNYg.npy,A motor vehicle is speeding up while people are speaking
train/Y3eotEmGX8X0.npy,"People cheer, a beep then a gunshot"
train/Y3eoz75p6xEM.npy,A man burping and laughing
train/Y3epeaXqHgkw.npy,Rain is falling and thunder is booming
train/YDMFqqbDkQW0.npy,A toilet flushes and then clicks followed by another toilet flushing
